From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
L0R819	L0R819	reviewed	ASURF_HUMAN	ASNSD1 upstream open reading frame protein (ASNSD1 small/short open reading frame-encoded polypeptide) (ASNSD1-SEP)	ASDURF	Homo sapiens (Human)	96
O00115	O00115	reviewed	DNS2A_HUMAN	Deoxyribonuclease-2-alpha (EC 3.1.22.1) (Acid DNase) (Deoxyribonuclease II alpha) (DNase II alpha) (Lysosomal DNase II) (R31240_2)	DNASE2 DNASE2A DNL2	Homo sapiens (Human)	360
O00116	O00116	reviewed	ADAS_HUMAN	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	AGPS AAG5	Homo sapiens (Human)	658
O00124	O00124	reviewed	UBXN8_HUMAN	UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6)	UBXN8 D8S2298E REP8 UBXD6	Homo sapiens (Human)	270
O00139	O00139	reviewed	KIF2A_HUMAN	Kinesin-like protein KIF2A (Kinesin-2) (hK2)	KIF2A KIF2 KNS2	Homo sapiens (Human)	706
O00141	O00141	reviewed	SGK1_HUMAN	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	SGK1 SGK	Homo sapiens (Human)	431
O00142	O00142	reviewed	KITM_HUMAN	Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (2'-deoxyuridine kinase TK2) (EC 2.7.1.74) (Deoxycytidine kinase TK2) (EC 2.7.1.-) (Mt-TK)	TK2	Homo sapiens (Human)	265
O00148	O00148	reviewed	DX39A_HUMAN	ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)	DDX39A DDX39	Homo sapiens (Human)	427
O00151	O00151	reviewed	PDLI1_HUMAN	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	PDLIM1 CLIM1 CLP36	Homo sapiens (Human)	329
O00154	O00154	reviewed	BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (hBACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	ACOT7 BACH	Homo sapiens (Human)	380
O00159	O00159	reviewed	MYO1C_HUMAN	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	MYO1C	Homo sapiens (Human)	1063
O00161	O00161	reviewed	SNP23_HUMAN	Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23)	SNAP23	Homo sapiens (Human)	211
O00165	O00165	reviewed	HAX1_HUMAN	HCLS1-associated protein X-1 (HS1-associating protein X-1) (HAX-1) (HS1-binding protein 1) (HSP1BP-1)	HAX1 HS1BP1	Homo sapiens (Human)	279
O00170	O00170	reviewed	AIP_HUMAN	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	Homo sapiens (Human)	330
O00178	O00178	reviewed	GTPB1_HUMAN	GTP-binding protein 1 (G-protein 1) (GP-1) (GP1)	GTPBP1	Homo sapiens (Human)	669
O00180	O00180	reviewed	KCNK1_HUMAN	Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1)	KCNK1 HOHO1 KCNO1 TWIK1	Homo sapiens (Human)	336
O00186	O00186	reviewed	STXB3_HUMAN	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	Homo sapiens (Human)	592
O00187	O00187	reviewed	MASP2_HUMAN	Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain]	MASP2	Homo sapiens (Human)	686
O00189	O00189	reviewed	AP4M1_HUMAN	AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4)	AP4M1 MUARP2	Homo sapiens (Human)	453
O00193	O00193	reviewed	SMAP_HUMAN	Small acidic protein	SMAP C11orf58	Homo sapiens (Human)	183
O00194	O00194	reviewed	RB27B_HUMAN	Ras-related protein Rab-27B (EC 3.6.5.2) (C25KG)	RAB27B	Homo sapiens (Human)	218
O00203	O00203	reviewed	AP3B1_HUMAN	AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain)	AP3B1 ADTB3A	Homo sapiens (Human)	1094
O00204	O00204	reviewed	ST2B1_HUMAN	Sulfotransferase 2B1 (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family 2B member 1) (Sulfotransferase family cytosolic 2B member 1) (ST2B1)	SULT2B1 HSST2	Homo sapiens (Human)	365
O00212	O00212	reviewed	RHOD_HUMAN	Rho-related GTP-binding protein RhoD (Rho-related protein HP1) (RhoHP1)	RHOD ARHD	Homo sapiens (Human)	210
O00217	O00217	reviewed	NDUS8_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210
O00220	O00220	reviewed	TR10A_HUMAN	Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261)	TNFRSF10A APO2 DR4 TRAILR1	Homo sapiens (Human)	468
O00221	O00221	reviewed	IKBE_HUMAN	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE	Homo sapiens (Human)	500
O00231	O00231	reviewed	PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422
O00232	O00232	reviewed	PSD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	Homo sapiens (Human)	456
O00233	O00233	reviewed	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	Homo sapiens (Human)	223
O00244	O00244	reviewed	ATOX1_HUMAN	Copper transport protein ATOX1 (Metal transport protein ATX1)	ATOX1 HAH1	Homo sapiens (Human)	68
O00255	O00255	reviewed	MEN1_HUMAN	Menin	MEN1 SCG2	Homo sapiens (Human)	610
O00257	O00257	reviewed	CBX4_HUMAN	E3 SUMO-protein ligase CBX4 (EC 2.3.2.-) (Chromobox protein homolog 4) (Polycomb 2 homolog) (Pc2) (hPc2)	CBX4	Homo sapiens (Human)	560
O00258	O00258	reviewed	GET1_HUMAN	Guided entry of tail-anchored proteins factor 1 (Congenital heart disease 5 protein) (Tail-anchored protein insertion receptor WRB) (Tryptophan-rich basic protein)	GET1 CHD5 WRB	Homo sapiens (Human)	174
O00264	O00264	reviewed	PGRC1_HUMAN	Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA)	PGRMC1 HPR6.6 PGRMC	Homo sapiens (Human)	195
O00267	O00267	reviewed	SPT5H_HUMAN	Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)	SUPT5H SPT5 SPT5H	Homo sapiens (Human)	1087
O00268	O00268	reviewed	TAF4_HUMAN	Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135)	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135	Homo sapiens (Human)	1085
O00273	O00273	reviewed	DFFA_HUMAN	DNA fragmentation factor subunit alpha (DNA fragmentation factor 45 kDa subunit) (DFF-45) (Inhibitor of CAD) (ICAD)	DFFA DFF1 DFF45 H13	Homo sapiens (Human)	331
O00287	O00287	reviewed	RFXAP_HUMAN	Regulatory factor X-associated protein (RFX-associated protein) (RFX DNA-binding complex 36 kDa subunit)	RFXAP	Homo sapiens (Human)	272
O00291	O00291	reviewed	HIP1_HUMAN	Huntingtin-interacting protein 1 (HIP-1) (Huntingtin-interacting protein I) (HIP-I)	HIP1	Homo sapiens (Human)	1037
O00299	O00299	reviewed	CLIC1_HUMAN	Chloride intracellular channel protein 1 (Chloride channel ABP) (Glutaredoxin-like oxidoreductase CLIC1) (EC 1.8.-.-) (Glutathione-dependent dehydroascorbate reductase CLIC1) (EC 1.8.5.1) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC)	CLIC1 G6 NCC27	Homo sapiens (Human)	241
O00303	O00303	reviewed	EIF3F_HUMAN	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	EIF3F EIF3S5	Homo sapiens (Human)	357
O00308	O00308	reviewed	WWP2_HUMAN	NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 2.3.2.26) (Atrophin-1-interacting protein 2) (AIP2) (HECT-type E3 ubiquitin transferase WWP2) (WW domain-containing protein 2)	WWP2	Homo sapiens (Human)	870
O00311	O00311	reviewed	CDC7_HUMAN	Cell division cycle 7-related protein kinase (CDC7-related kinase) (HsCdc7) (huCdc7) (EC 2.7.11.1)	CDC7 CDC7L1	Homo sapiens (Human)	574
O00327	O00327	reviewed	BMAL1_HUMAN	Basic helix-loop-helix ARNT-like protein 1 (Aryl hydrocarbon receptor nuclear translocator-like protein 1) (Basic-helix-loop-helix-PAS protein MOP3) (Brain and muscle ARNT-like 1) (Class E basic helix-loop-helix protein 5) (bHLHe5) (Member of PAS protein 3) (PAS domain-containing protein 3) (bHLH-PAS protein JAP3)	BMAL1 ARNTL BHLHE5 MOP3 PASD3	Homo sapiens (Human)	626
O00330	O00330	reviewed	ODPX_HUMAN	Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)	PDHX PDX1	Homo sapiens (Human)	501
O00338	O00338	reviewed	ST1C2_HUMAN	Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.1) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)	SULT1C2 SULT1C1	Homo sapiens (Human)	296
O00391	O00391	reviewed	QSOX1_HUMAN	Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6)	QSOX1 QSCN6 UNQ2520/PRO6013	Homo sapiens (Human)	747
O00399	O00399	reviewed	DCTN6_HUMAN	Dynactin subunit 6 (Dynactin subunit p27) (Protein WS-3)	DCTN6 WS3	Homo sapiens (Human)	190
O00400	O00400	reviewed	ACATN_HUMAN	Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1)	SLC33A1 ACATN AT1	Homo sapiens (Human)	549
O00401	O00401	reviewed	WASL_HUMAN	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	WASL	Homo sapiens (Human)	505
O00408	O00408	reviewed	PDE2A_HUMAN	cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)	PDE2A	Homo sapiens (Human)	941
O00410	O00410	reviewed	IPO5_HUMAN	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5	Homo sapiens (Human)	1097
O00411	O00411	reviewed	RPOM_HUMAN	DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)	POLRMT	Homo sapiens (Human)	1230
O00418	O00418	reviewed	EF2K_HUMAN	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	EEF2K	Homo sapiens (Human)	725
O00422	O00422	reviewed	SAP18_HUMAN	Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (2HOR0202) (Cell growth-inhibiting gene 38 protein) (Sin3-associated polypeptide p18)	SAP18 GIG38	Homo sapiens (Human)	153
O00423	O00423	reviewed	EMAL1_HUMAN	Echinoderm microtubule-associated protein-like 1 (EMAP-1) (HuEMAP-1)	EML1 EMAP1 EMAPL EMAPL1	Homo sapiens (Human)	815
O00425	O00425	reviewed	IF2B3_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3)	IGF2BP3 IMP3 KOC1 VICKZ3	Homo sapiens (Human)	579
O00429	O00429	reviewed	DNM1L_HUMAN	Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1)	DNM1L DLP1 DRP1	Homo sapiens (Human)	736
O00442	O00442	reviewed	RTCA_HUMAN	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1) (RTC domain-containing protein 1)	RTCA RPC RPC1 RTC1 RTCD1	Homo sapiens (Human)	366
O00443	O00443	reviewed	P3C2A_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-alpha)	PIK3C2A	Homo sapiens (Human)	1686
O00458	O00458	reviewed	IFRD1_HUMAN	Interferon-related developmental regulator 1 (Nerve growth factor-inducible protein PC4)	IFRD1	Homo sapiens (Human)	451
O00459	O00459	reviewed	P85B_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta)	PIK3R2	Homo sapiens (Human)	728
O00461	O00461	reviewed	GOLI4_HUMAN	Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)	GOLIM4 GIMPC GOLPH4 GPP130	Homo sapiens (Human)	696
O00462	O00462	reviewed	MANBA_HUMAN	Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase) (Mannase)	MANBA MANB1	Homo sapiens (Human)	879
O00463	O00463	reviewed	TRAF5_HUMAN	TNF receptor-associated factor 5 (RING finger protein 84)	TRAF5 RNF84	Homo sapiens (Human)	557
O00468	O00468	reviewed	AGRIN_HUMAN	Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]	AGRN AGRIN	Homo sapiens (Human)	2068
O00469	O00469	reviewed	PLOD2_HUMAN	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)	PLOD2	Homo sapiens (Human)	737
O00470	O00470	reviewed	MEIS1_HUMAN	Homeobox protein Meis1	MEIS1	Homo sapiens (Human)	390
O00471	O00471	reviewed	EXOC5_HUMAN	Exocyst complex component 5 (Exocyst complex component Sec10) (hSec10)	EXOC5 SEC10 SEC10L1	Homo sapiens (Human)	708
O00472	O00472	reviewed	ELL2_HUMAN	RNA polymerase II elongation factor ELL2	ELL2	Homo sapiens (Human)	640
O00478	O00478	reviewed	BT3A3_HUMAN	Butyrophilin subfamily 3 member A3	BTN3A3 BTF3	Homo sapiens (Human)	584
O00479	O00479	reviewed	HMGN4_HUMAN	High mobility group nucleosome-binding domain-containing protein 4 (Non-histone chromosomal protein HMG-17-like 3) (Non-histone chromosomal protein)	HMGN4 HMG17L3 NHC	Homo sapiens (Human)	90
O00483	O00483	reviewed	NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	NDUFA4	Homo sapiens (Human)	81
O00487	O00487	reviewed	PSDE_HUMAN	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310
O00488	O00488	reviewed	ZN593_HUMAN	Zinc finger protein 593 (Zinc finger protein T86)	ZNF593 ZT86	Homo sapiens (Human)	134
O00499	O00499	reviewed	BIN1_HUMAN	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1)	BIN1 AMPHL	Homo sapiens (Human)	593
O00505	O00505	reviewed	IMA4_HUMAN	Importin subunit alpha-4 (Importin alpha Q2) (Qip2) (Karyopherin subunit alpha-3) (SRP1-gamma)	KPNA3 QIP2	Homo sapiens (Human)	521
O00506	O00506	reviewed	STK25_HUMAN	Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1)	STK25 SOK1 YSK1	Homo sapiens (Human)	426
O00507	O00507	reviewed	USP9Y_HUMAN	Ubiquitin carboxyl-terminal hydrolase 9Y (EC 3.4.19.12) (Deubiquitinating enzyme FAF-Y) (Fat facets protein-related, Y-linked) (Ubiquitin thioesterase FAF-Y) (Ubiquitin-specific protease 9, Y chromosome) (Ubiquitin-specific-processing protease FAF-Y)	USP9Y DFFRY	Homo sapiens (Human)	2555
O00512	O00512	reviewed	BCL9_HUMAN	B-cell CLL/lymphoma 9 protein (B-cell lymphoma 9 protein) (Bcl-9) (Protein legless homolog)	BCL9	Homo sapiens (Human)	1426
O00522	O00522	reviewed	KRIT1_HUMAN	Krev interaction trapped protein 1 (Krev interaction trapped 1) (Cerebral cavernous malformations 1 protein)	KRIT1 CCM1	Homo sapiens (Human)	736
O00534	O00534	reviewed	VMA5A_HUMAN	von Willebrand factor A domain-containing protein 5A (Breast cancer suppressor candidate 1) (BCSC-1) (Loss of heterozygosity 11 chromosomal region 2 gene A protein)	VWA5A BCSC1 LOH11CR2A	Homo sapiens (Human)	786
O00541	O00541	reviewed	PESC_HUMAN	Pescadillo homolog	PES1	Homo sapiens (Human)	588
O00559	O00559	reviewed	RCAS1_HUMAN	Receptor-binding cancer antigen expressed on SiSo cells (Cancer-associated surface antigen RCAS1) (Estrogen receptor-binding fragment-associated gene 9 protein)	EBAG9 RCAS1	Homo sapiens (Human)	213
O00560	O00560	reviewed	SDCB1_HUMAN	Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)	SDCBP MDA9 SYCL	Homo sapiens (Human)	298
O00562	O00562	reviewed	PITM1_HUMAN	Membrane-associated phosphatidylinositol transfer protein 1 (Drosophila retinal degeneration B homolog) (Phosphatidylinositol transfer protein, membrane-associated 1) (PITPnm 1) (Pyk2 N-terminal domain-interacting receptor 2) (NIR-2)	PITPNM1 DRES9 NIR2 PITPNM	Homo sapiens (Human)	1244
O00566	O00566	reviewed	MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)	MPHOSPH10 MPP10	Homo sapiens (Human)	681
O00567	O00567	reviewed	NOP56_HUMAN	Nucleolar protein 56 (Nucleolar protein 5A)	NOP56 NOL5A	Homo sapiens (Human)	594
O00571	O00571	reviewed	DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3	Homo sapiens (Human)	662
O00584	O00584	reviewed	RNT2_HUMAN	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	RNASET2 RNASE6PL	Homo sapiens (Human)	256
O00592	O00592	reviewed	PODXL_HUMAN	Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1)	PODXL PCLP PCLP1	Homo sapiens (Human)	558
O00622	O00622	reviewed	CCN1_HUMAN	CCN family member 1 (Cellular communication network factor 1) (Cysteine-rich angiogenic inducer 61) (Insulin-like growth factor-binding protein 10) (IBP-10) (IGF-binding protein 10) (IGFBP-10) (Protein CYR61) (Protein GIG1)	CCN1 CYR61 GIG1 IGFBP10	Homo sapiens (Human)	381
O00623	O00623	reviewed	PEX12_HUMAN	Peroxisome assembly protein 12 (Peroxin-12) (Peroxisome assembly factor 3) (PAF-3)	PEX12 PAF3	Homo sapiens (Human)	359
O00625	O00625	reviewed	PIR_HUMAN	Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)	PIR	Homo sapiens (Human)	290
O00629	O00629	reviewed	IMA3_HUMAN	Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4)	KPNA4 QIP1	Homo sapiens (Human)	521
O00635	O00635	reviewed	TRI38_HUMAN	E3 ubiquitin-protein ligase TRIM38 (EC 2.3.2.27) (RING finger protein 15) (Tripartite motif-containing protein 38) (Zinc finger protein RoRet)	TRIM38 RNF15 RORET	Homo sapiens (Human)	465
O00712	O00712	reviewed	NFIB_HUMAN	Nuclear factor 1 B-type (NF1-B) (Nuclear factor 1/B) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/B) (NF-I/B) (NFI-B) (TGGCA-binding protein)	NFIB	Homo sapiens (Human)	420
O00716	O00716	reviewed	E2F3_HUMAN	Transcription factor E2F3 (E2F-3)	E2F3 KIAA0075	Homo sapiens (Human)	465
O00743	O00743	reviewed	PPP6_HUMAN	Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed]	PPP6C PPP6	Homo sapiens (Human)	305
O00748	O00748	reviewed	EST2_HUMAN	Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56)	CES2 ICE	Homo sapiens (Human)	559
O00750	O00750	reviewed	P3C2B_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta (PI3K-C2-beta) (PtdIns-3-kinase C2 subunit beta) (EC 2.7.1.137) (EC 2.7.1.154) (C2-PI3K) (Phosphoinositide 3-kinase-C2-beta)	PIK3C2B	Homo sapiens (Human)	1634
O00754	O00754	reviewed	MA2B1_HUMAN	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]	MAN2B1 LAMAN MANB	Homo sapiens (Human)	1011
O00762	O00762	reviewed	UBE2C_HUMAN	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C)	UBE2C UBCH10	Homo sapiens (Human)	179
O00764	O00764	reviewed	PDXK_HUMAN	Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)	PDXK C21orf124 C21orf97 PKH PNK PRED79	Homo sapiens (Human)	312
O00767	O00767	reviewed	SCD_HUMAN	Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)	SCD FADS5 SCD1 SCDOS	Homo sapiens (Human)	359
O13297	O13297	reviewed	CET1_YEAST	mRNA-capping enzyme subunit beta (EC 3.6.1.74) (mRNA 5'-phosphatase) (mRNA 5'-triphosphate monophosphatase)	CET1 YPL228W P1433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549
O13329	O13329	reviewed	FOB1_YEAST	DNA replication fork-blocking protein FOB1	FOB1 HRM1 YDR110W YD9727.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566
O13516	O13516	reviewed	RS9A_YEAST	Small ribosomal subunit protein uS4A (40S ribosomal protein S9-A) (RP21) (S13) (YP28) (YS11)	RPS9A RPS13A YS11A YPL081W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197
O13525	O13525	reviewed	COQ4_YEAST	Ubiquinone biosynthesis protein COQ4, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4)	COQ4 YDR204W YD8142.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335
O13535	O13535	reviewed	YH11B_YEAST	Transposon Ty1-H Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-H YHRCTy1-1 POL YHR214C-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1793
